master_incident_number,problem,priority_number,year,time_phonepickup,cfs_address,cfs_location_name,call_disposition,short_school_name,cde_school_name,school_type_level,lowest_grade,highest_grade,school_address
DPD-22-0070114,Fight,2,2022,2/10/2022 17:38,911 S HAZEL CT,SCH Kepner Middle School - Box 3118,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0084093,911 Open,2,2022,2/18/2022 12:29,911 S Hazel Ct,SCH STRIVE PREP: KEPNER,No Police Needed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0107064,Weapon / Concealed Weapon,2,2022,3/3/2022 10:48,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Arrest Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0109319,EMS request PD,2,2022,3/4/2022 13:57,911 S Hazel Ct,KEPNER MIDDLE SCHOOL - DPS,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0171635,911 Open,2,2022,4/7/2022 15:06,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0281932,Threats IP-JO,2,2022,6/4/2022 18:25,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,No Police Needed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0489579,Kidnap,2,2022,9/22/2022 9:13,911 S Hazel Ct,SCH ROCKY MTN PREP SOUTHWEST - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0501464,Shots Heard / Fired,2,2022,9/28/2022 14:34,911 S Hazel Ct,,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0518055,Shots Heard / Fired,2,2022,10/7/2022 7:03,911 S Hazel Ct,Kepner Middle School,File Only,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-23-0014741,EMS request PD,2,2023,1/9/2023 9:43,911 S Hazel Ct,SCH ROCKY MTN PREP,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-23-0079541,MPER - Endangered/WalkAway/Esc,2,2023,2/13/2023 11:57,911 S Hazel Ct,SCH Kepner Middle School,K - Street Check Completed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-23-0112548,Weapon / Concealed Weapon,2,2023,3/3/2023 14:13,911 S Hazel Ct,ROCKY MTN PREP SOUTHWEST - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-23-0138099,EMS request PD,2,2023,3/16/2023 16:23,911 S Hazel Ct,KEPNER MIDDLE,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0091459,Child Abuse/Neglect IP-JO,1,2018,2/7/2018 16:41,911 S Hazel Ct,SCH ROCKY MTN PREP SOUTHWEST -,No Police Needed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0161089,Weapon / Concealed Weapon,1,2018,3/9/2018 9:53,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0161458,Suicidal Person / Suicide,1,2018,3/9/2018 12:48,911 S Hazel Ct,SCH KEPNER BEACON MS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0170159,Weapon / Concealed Weapon,1,2018,3/13/2018 12:01,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0178003,MPER - Lost Child,1,2018,3/16/2018 13:20,911 S Hazel Ct,NULL,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0238037,Suicidal Person / Suicide,1,2018,4/10/2018 8:31,911 S Hazel Ct,SCH STRIVE PREP KEPNER - DPS,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0568827,Child Abuse/Neglect IP-JO,1,2018,8/20/2018 17:04,911 S Hazel Ct,ROCKY MTN PREP SOUTHWEST,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0728136,Weapon / Concealed Weapon,1,2018,10/24/2018 15:53,911 S Hazel Ct,,File Only,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0103862,MPER - Lost Child,1,2019,2/15/2019 14:35,911 S Hazel Ct,SCH STRIVE PREP: KEPNER - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0157761,Weapon / Concealed Weapon,1,2019,3/12/2019 8:07,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0288437,Weapon / Concealed Weapon,1,2019,5/8/2019 13:07,911 S Hazel Ct,SCH STRIVE PREP: KEPNER - DPS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0306753,Kidnap IP-JO,1,2019,5/16/2019 16:16,911 S Hazel Ct,SCH ROCKY MTN PREP SOUTHWEST - DPS,Party Advised,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0409142,Shot Spotter,1,2019,6/30/2019 22:33,911 S Hazel Ct,,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0527029,MPER - Lost Child,1,2019,8/19/2019 17:01,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0616663,Alarm Hold Up,1,2019,9/26/2019 11:19,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-19-0652926,Shot Spotter,1,2019,10/12/2019 2:28,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-20-0067440,Child Abuse/Neglect IP-JO,1,2020,1/30/2020 17:25,911 S Hazel Ct,SCH ROCKY MTN PREP SOUTHWEST - DPS,K - Street Check Completed,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-20-0531750,Domestic Violence IP-JO,1,2020,9/2/2020 18:20,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,UTL / Unfounded / Unsuccessful,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0299310,Suicidal Person / Suicide,1,2021,5/27/2021 12:34,911 S Hazel Ct,SCH KEPNER MIDDLE SCHOOL - DPS,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0598480,Suicidal Person / Suicide,1,2021,10/19/2021 15:23,911 S Hazel Ct,,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-21-0667670,Burglary  IP-JO,1,2021,11/25/2021 23:20,911 S Hazel Ct,SCH Kepner Middle School - Box 3118,Arrest Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0123633,Shot Spotter,1,2022,3/12/2022 17:33,911 S Hazel Ct,,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0583406,Suicidal Person / Suicide,1,2022,11/11/2022 9:55,911 S Hazel Ct,SCH ROCKY MTN PREP SOUTHWEST - DPS,Back Up / Cover Car,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-22-0607514,Accident With Injury,1,2022,11/26/2022 2:57,911 S HAZEL CT,KEPNER MIDDLE SCHOOL,Report Made,Kepner Beacon MS,Kepner Beacon Middle School,MIDDLE SCHOOL,6,8,911 S HAZEL CT
DPD-18-0057181,Threats IP-JO,2,2018,1/24/2018 15:02,2855 S Lamar St,SCH John F Kennedy High - PK LOT,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0175355,Arson,2,2018,3/15/2018 13:14,2855 S Lamar St,SCH KENNEDY HS - DPS,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0319875,Criminal Mischief IP-JO,2,2018,5/12/2018 16:00,2855 S Lamar St,,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0682400,Fight,2,2018,10/4/2018 19:56,2855 S Lamar St,SCH KENNEDY HS - DPS,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0781872,Fight,2,2018,11/16/2018 14:40,2855 S Lamar St,SCH John F Kennedy High - Box 3108,Arrest Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0851832,Fight,2,2018,12/18/2018 10:42,2855 S Lamar St,SCH KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0146265,Assault  IP-JO,2,2019,3/7/2019 7:51,2855 S Lamar St,SCH KENNEDY HS - DPS,GOA,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0158690,Fight,2,2019,3/12/2019 14:57,2855 S Lamar St,SCH KENNEDY HS - DPS,GOA,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0324017,Fight,2,2019,5/24/2019 14:57,2855 S Lamar St,SCH KENNEDY HS - DPS,Arrest Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0653933,Disturbance Family,2,2019,10/12/2019 16:37,2855 S Lamar St,SCH KENNEDY HIGH - ON TURF,Arrest Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0763961,Threats IP-JO,2,2019,12/3/2019 17:27,2855 S Lamar St,SCH KENNEDY HS - DPS,In Service,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-20-0067143,Fight,2,2020,1/30/2020 14:55,2855 S Lamar St,SCH KENNEDY HS - DPS - ACROSS THE STREET,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0299620,911 Open,2,2021,5/27/2021 15:04,2855 S Lamar St,,File Only,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0333290,911 Open,2,2021,6/12/2021 16:47,2855 S Lamar St,,No Police Needed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0480718,Slumper - Person in Vehicle,2,2021,8/21/2021 20:55,2855 S Lamar St,John F Kennedy High STUDENT PARKING,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0492920,Shots Heard / Fired,2,2021,8/27/2021 15:21,2855 S Lamar St,SCH John F Kennedy High - Box 3108,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0527728,Threats IP-JO,2,2021,9/13/2021 7:23,2855 S Lamar St,SCH KENNEDY HS - DPS,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0564249,Assault  IP-JO,2,2021,10/1/2021 16:35,2855 S Lamar St,443c,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0575116,Threats IP-JO,2,2021,10/7/2021 7:58,2855 S Lamar St,JOHN F KENNEDY,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0583088,Shots Heard / Fired,2,2021,10/11/2021 11:40,2855 S Lamar St,KENNEDY HS - DPS,No Police Needed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0622207,Arson,2,2021,11/1/2021 12:18,2855 S Lamar St,SCH KENNEDY HS - DPS,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0629647,Fight,2,2021,11/5/2021 10:46,2855 S Lamar St,SCH John F Kennedy High - Box 3108,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0631346,911 Open,2,2021,11/6/2021 5:09,2855 S Lamar St,,"1 - Alarm RP On Scene,Supervis",John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0637329,911 Open,2,2021,11/9/2021 13:54,2855 S Lamar St,,Supervisor Cancelled Inc,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0679240,Fight,2,2021,12/2/2021 11:34,2855 S Lamar St,SCH KENNEDY HS - IFO,No Police Needed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0687127,Fight,2,2021,12/6/2021 14:41,2855 S Lamar St,KENNEDY HS - PKLOT,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0690426,Weapon / Concealed Weapon,2,2021,12/8/2021 12:29,2855 S Lamar St,KENNEDY HS,No Police Needed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0719797,911 Open,2,2021,12/25/2021 9:18,2855 S Lamar St,,Y - Broadcast,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0104368,911 Open,2,2022,3/1/2022 22:28,2855 S Lamar St,,No Police Needed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0109288,911 Open,2,2022,3/4/2022 13:39,2855 S Lamar St,,File Only,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0134339,Weapon / Concealed Weapon,2,2022,3/18/2022 14:11,2855 S Lamar St,SCH John F Kennedy High - Box 3108,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0143010,Fight,2,2022,3/23/2022 11:04,2855 S Lamar St,,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0173550,Fight,2,2022,4/8/2022 15:13,2855 S Lamar St,SCH KENNEDY HS - DPS,GOA,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0186631,Weapon / Concealed Weapon,2,2022,4/15/2022 11:33,2855 S Lamar St,SCH KENNEDY HS - DPS,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0197378,Shots Heard / Fired,2,2022,4/21/2022 3:34,2855 S Lamar St,KENNEDY HS,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0200167,Nature Unknown,2,2022,4/22/2022 13:44,2855 S Lamar St,SCH KENNEDY HS - DPS,K - Street Check Completed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0224252,Assault  IP-JO,2,2022,5/5/2022 12:10,2855 S Lamar St,KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0260491,Assault  IP-JO,2,2022,5/24/2022 11:13,2855 S Lamar St,SCH KENNEDY HS - DPS,No Police Needed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0444714,EMS request PD,2,2022,8/29/2022 14:28,2855 S Lamar St,SCH John F Kennedy High - Box 3108,File Only,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0461622,Threats IP-JO,2,2022,9/7/2022 11:14,2855 S Lamar St,SCH John F Kennedy High - Box 3108,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0491530,Threats IP-JO,2,2022,9/23/2022 9:41,2855 S Lamar St,SCH KENNEDY HS - DPS,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0569129,Harassment IP-JO,2,2022,11/3/2022 11:17,2855 S Lamar St,SCH KENNEDY HS - DPS,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-23-0110020,Fight,2,2023,3/2/2023 7:59,2855 S Lamar St,SCH KENNEDY HS - DPS,K - Street Check Completed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0025328,Suicidal Person / Suicide,1,2018,1/11/2018 15:04,2855 S Lamar St,SCH John F Kennedy High,"Back Up / Cover Car,CIT Report",John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0071597,Weapon / Concealed Weapon,1,2018,1/30/2018 14:03,2855 S Lamar St,SCH KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0258797,Suicidal Person / Suicide,1,2018,4/18/2018 9:19,2855 S Lamar St,SCH KENNEDY HS - DPS,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0258927,Weapon / Concealed Weapon,1,2018,4/18/2018 10:21,2855 S Lamar St,SCH KENNEDY HS - DPS,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-18-0646604,Suicidal Person / Suicide,1,2018,9/20/2018 13:24,2855 S Lamar St,SCH KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0130390,Child Abuse/Neglect IP-JO,1,2019,2/27/2019 19:47,2855 S Lamar St,SCH KENNEDY HS - DPS,Report Made,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0283193,Suicidal Person / Suicide,1,2019,5/6/2019 8:19,2855 S Lamar St,SCH KENNEDY HS - DPS  2ND FLR HALLWAY,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0554646,Burglary  IP-JO,1,2019,8/31/2019 0:59,2855 S Lamar St,SCH KENNEDY HS - DPS,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-19-0591958,Suicidal Person / Suicide,1,2019,9/16/2019 8:03,2855 S Lamar St,SCH KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-20-0090852,Weapon / Concealed Weapon,1,2020,2/11/2020 9:27,2855 S Lamar St,SCH KENNEDY HS - DPS,K - Street Check Completed,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-20-0345787,Burglary  IP-JO,1,2020,6/5/2020 2:10,2855 S Lamar St,SCH KENNEDY HS - DPS,"Arrest Made,Report Made",John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-20-0602779,Suicidal Person / Suicide,1,2020,10/8/2020 22:09,2855 S Lamar St,ON DARTMOUTH JEO JFK HS,UTL / Unfounded / Unsuccessful,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0198786,Suicidal Person / Suicide,1,2021,4/8/2021 7:42,2855 S Lamar St,John F Kennedy High,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0583314,Suicidal Person / Suicide,1,2021,10/11/2021 13:22,2855 S Lamar St,SCH KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0314381,Alarm Hold Up,1,2022,6/21/2022 14:31,2855 S Lamar St,SCH KENNEDY HS - DPS,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0446247,Suicidal Person / Suicide,1,2022,8/30/2022 10:32,2855 S Lamar St,SCH KENNEDY HS - DPS,Party Advised,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-22-0588648,Suicidal Person / Suicide,1,2022,11/14/2022 14:43,2855 S Lamar St,SCH John F Kennedy High - Box 3108,Back Up / Cover Car,John F. Kennedy,John F Kennedy High School,HIGH SCHOOL,9,12,2855 S LAMAR ST
DPD-21-0517706,Help,0,2021,9/8/2021 11:22,3005 S Golden Way,SCH Henry Middle School - Box 3105,File Only,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-21-0517707,Help,0,2021,9/8/2021 11:23,3005 S Golden Way,SCH Henry Middle School - Box 3105,No Police Needed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0053959,Fight,2,2018,1/23/2018 12:08,3005 S Golden Way,SCH HENRY WORLD MS - DPS,Report Made,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0070728,Fight,2,2018,1/30/2018 8:28,3005 S Golden Way,SCH HENRY WORLD MS - OUTSIDE,Back Up / Cover Car,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0094219,Nature Unknown,2,2018,2/8/2018 16:48,3005 S Golden Way,BEAR VALLEY,No Police Needed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0140254,Fight,2,2018,2/28/2018 11:24,3005 S Golden Way,SCH Henry Middle School - MAIN OFFICE,Arrest Made,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0188978,Fight,2,2018,3/21/2018 8:52,3005 S Golden Way,SCH DSST: HENRY MS - DPS,Arrest Made,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0223203,Fight,2,2018,4/4/2018 11:57,3005 S Golden Way,SCH HENRY WORLD MS - DPS,Report Made,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0288515,Mental Health,2,2018,4/30/2018 12:28,3005 S Golden Way,DSST Henry Middle School,Arrest Made,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0296460,Disturbance Family,2,2018,5/3/2018 14:35,3005 S Golden Way,SCH Henry Middle School,Party Advised,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0328809,Nature Unknown,2,2018,5/16/2018 9:50,3005 S Golden Way,SCH Henry Middle School - Box 3105,No Police Needed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0419707,Criminal Mischief IP-JO,2,2018,6/22/2018 19:40,3005 S Golden Way,SCH DSST: HENRY MS - DPS,No Police Needed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0460021,Nature Unknown,2,2018,7/8/2018 1:42,3005 S GOLDEN WAY,ACROSS STREET,Back Up / Cover Car,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0662067,Nature Unknown,2,2018,9/26/2018 15:27,3005 S GOLDEN WAY,DENVER SCHOOL OF SCIENCE & TECHNOLOGY,Back Up / Cover Car,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0715047,Criminal Mischief IP-JO,2,2018,10/18/2018 22:12,3005 S Golden Way,SCH DSST: HENRY MS - DPS,Report Made,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0742237,Fight,2,2018,10/30/2018 13:10,3005 S Golden Way,SCH HENRY WORLD,K - Street Check Completed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0742419,MPER - Endangered/WalkAway/Esc,2,2018,10/30/2018 14:30,3005 S Golden Way,SCH DSST: HENRY MS - DPS,"1 - Alarm RP On Scene,Party Ad",Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0760970,Criminal Mischief IP-JO,2,2018,11/7/2018 14:03,3005 S Golden Way,SCH DSST: HENRY MS - DPS,Back Up / Cover Car,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0776312,Threats IP-JO,2,2018,11/14/2018 9:34,3005 S Golden Way,SCH HENRY WORLD - IFO,K - Street Check Completed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
DPD-18-0835832,Assault  IP-JO,2,2018,12/11/2018 10:05,3005 S Golden Way,SCH BEAR VALLEY INTERNATIONAL SCHOOL - DPS,No Police Needed,Bear Valley MS,Bear Valley International School,MIDDLE SCHOOL,6,8,3005 S GOLDEN WAY
